TF,PANC1.WT.Rep1,PANC1.WT.Rep2,PANC1.WT.Rep3,PANC1.FOXA2KO.Rep1,PANC1.FOXA2KO.Rep2,PANC1.FOXA2KO.Rep3
JUND,0.49047533620521605,0.2204569623026227,0.6396545163551103,0.9377041806403488,0.80801866317308,1.1915230296977688
MYC,8.666844176709745,9.342871471530508,9.584625857818569,9.881216598254296,9.906498754663275,9.166970236083971
RUNX3,0.19505352354233488,0.19900440779077386,0.23267925685262614,0.3469646678627756,0.32414154925126154,0.043490666246814455
RFX5,-2.0857826298246573,-3.4691385693462085,-2.6574707971439504,-2.3589489888922555,-2.2434881493597674,-1.411000351996405
SPI1,-2.5999714140285253,-3.427321343781526,-2.8484027000952343,-3.0430460624193185,-2.5128206010287353,-1.9738164343237319
STAT1,0.25479097257255673,-0.5273270184157363,0.31655653335315365,0.06945662221502884,0.9096776190658202,1.9579193120207279
TAL1,-2.7877646468503907,-3.424145725122704,-3.3948733608710815,-3.9922685468263115,-3.583504947685948,-3.126860746977571
GATA1,-1.973632569582215,-1.798772007035423,-2.6970449575680933,-1.8965272836341043,-1.554715812347297,-2.3430589304381657
TBP,2.2157936051545026,2.3174806740899547,2.0763105412102045,2.030932074974236,2.06118836596174,2.1871384250513306
TFAP2A,2.179041141871373,1.8309265251288596,2.6007356409296616,2.0301993058924177,2.2039589286399206,2.8391752692945422
TFAP2C,-5.6390692299552905,-4.955762831454083,-4.433887849694761,-4.610940675741128,-4.260574885074725,-4.434504091643841
USF2,1.1300637637847664,1.4138095962946153,1.3962097269593297,1.328299746426922,1.174613833537994,1.21459221524082
YY1,0.3915758678482152,0.48519150066566247,0.4121571939419658,0.5413482516687168,0.6205315832345413,0.25915453438488706
ZEB1,2.8602877667920947,2.725756003629803,2.882172844772464,2.970777119098686,3.0514917423899943,2.9893327020517337
NR3C1,-0.4186412462712172,-0.8036937610663449,-0.9073461139385863,-0.5144605222632741,-0.960907473651802,-0.5658691333033385
ESR1,-3.2660563116055306,-2.529060158069514,-1.9488382125706807,-2.397993943989667,-2.1748565073269925,-1.9305129449298941
RARA,0.8849713771186075,0.8923437520887233,1.3654501715552017,0.8671403725237519,1.333771416456305,1.8791615736211171
ZBTB33,0.579791001341626,0.7570786778346543,0.6334653605026237,0.7588914185154881,0.6812640727253522,0.40472423584682327
RUNX1,-3.0738800292401685,-3.0234279598880653,-2.7172973192187744,-3.054642568381139,-2.9188706865936713,-2.6621223425778036
RXRA,0.506778758159532,0.7158332601919731,0.32525945178083876,0.4708834710110058,0.6496694258861236,0.2899712138219816
FOXP1,-0.07973692395827243,-0.3505657993027118,-0.19189987711239445,-0.29202676370902986,-0.12529089799685494,0.18724238850178088
FOSL1,1.5289081062167797,1.472139954901117,1.731259429457715,1.6015453618990887,1.4150989132993783,1.6612015920807273
TP53,0.06790485484766592,-0.8187018896522124,-0.5544388362500634,-0.6954258912818432,-0.4865668883575372,0.5667284941326033
NFKB2,-0.6163749396980368,-1.209157040765545,-0.7544349161639903,-0.5214052422889667,-0.5474425737539264,0.6560074937513216
NRF1,0.27660770033242305,-0.2809600351190767,0.0785333265412091,-0.10000105447997294,0.11278004910992964,-0.17125233881657367
STAT3,3.581585809783761,2.7036955001193337,3.1128496246531245,2.6002535358655043,3.3445750030702905,4.250492618495496
JUNB,1.2726498332015093,1.2138094829274693,0.9694505733128962,0.6938143811417262,0.7065974112398835,0.6828125942241912
TCF4,1.5866615064251217,1.6178920550566984,2.062841730544589,1.9387869062194871,1.9617790651408358,1.8487647224821908
STAT2,-1.366762895538822,-1.9311955566827368,-1.5465849015237576,-0.9749645709795224,-1.3071682793098962,-0.5155325700903177
BCL6,0.909974388350998,1.29849568529524,0.4560280631729924,0.9205853136867854,0.9375168639284118,0.8094108905391161
HSF1,2.119095492577039,2.5333326565821666,2.278669663464515,2.4549162781619294,2.365683416145069,1.839236342085587
SREBF1,0.5105700456854837,2.0758705789122454,1.8252006256368842,2.0904700456357905,2.24114612739731,1.2925330937837953
SREBF2,1.2218094445542869,2.9806272258986297,3.2109425646429677,3.2163110276899265,3.3892931761182274,2.566302211488472
ZNF263,-6.837826878636467,-5.271165888975523,-4.659529257775206,-4.477434017880517,-4.140590892091903,-5.670622546393304
NFYB,1.6022255025082153,1.1439777081671276,1.7954625070335413,1.6432242850139944,1.617513711709424,1.9719723945349998
ETS2,0.7988465762927367,0.5339858096097879,0.33175501389012163,0.4989472069186747,0.9892333377881557,1.3959320284297565
NFYA,2.092730168131951,0.9728028238813184,1.5679674887786335,1.3469237060617905,1.534224370162284,2.643225177998348
NFIC,2.423667693879417,2.3648503013078424,2.273560934454192,2.23243670767453,2.3524627538573815,2.1441189945874983
MYB,0.20672057573678787,0.2571651534392471,0.20432379606974804,0.2025315168495123,0.5547020494945201,0.5296796064847688
MAZ,-1.2487561101216653,-1.3030486942752806,-1.0272509847194995,-1.0222467998166611,-0.9985022721621122,-1.3625341212521012
FOXM1,0.9193638571718687,2.1551051297588666,2.3422565732679557,2.1700410792722216,2.7106397200732535,2.145546452999737
HIF1A,3.286487326555458,2.9935632883374104,3.1490572651864404,2.9918292342323327,2.968299736251425,3.3458279840226477
NFE2L2,2.920196012411876,2.6800983973523547,2.854509625213072,3.050867951131524,2.9571610989528967,3.311642532213747
BACH1,0.8831246550446179,0.18968354167207693,0.6772330719812679,0.35395176603075046,0.48417891741796754,1.2479481372102328
SP3,-0.2886818346467648,0.27203552278412524,0.4561596754989374,0.6947759590308111,0.3859624532589529,0.5869114806449707
TP73,0.875043497817378,1.2040217582847892,0.8638758379427791,1.0836706373327356,1.102592819194412,1.4584568955125694
ESR2,-0.11203106407148299,0.09994833757019707,0.0619856713146569,-0.3050460629961871,0.3140105853896296,-0.3349456711043158
DDIT3,-0.7552061827544687,-1.3195702239432874,-1.2136136389223473,-1.3354823163127532,-1.3751923103584784,-0.4974201676405831
SNAI1,0.35196617441404165,0.6106905282310521,0.30464929146854947,0.10060296169094629,0.6564600399776276,0.6046787981469955
IRF2,0.9665015870903941,0.6069734093241248,1.2423500379814167,1.3649962064672865,1.5428218337401673,1.8558191135601
EPAS1,1.3501525919713027,2.2394928626161597,2.031003600662621,1.7764087374313489,2.4769078917237497,2.0152092300153446
ATF3,3.515951427261491,1.3072820083573335,1.2176057937437599,1.3549825844179972,1.5231210237155017,3.446279570409371
ATF1,2.438342918085228,2.51326139282885,2.664231152100172,2.7078131128213605,2.665290352584255,3.0546457980122725
WT1,0.10206029820022462,0.14740190810601522,0.1732643116603683,0.17446500024071515,0.47741259851528706,0.8588511430559248
SMAD2,0.7807753634250989,-0.09858168288581609,0.6391061530249094,0.8687551397973483,0.9675262154873913,0.9982821081909544
PRDM14,-5.270894347346995,-5.000386307828178,-4.955479589623311,-4.6947050411078965,-4.99139446081989,-4.99221331364918
BCL3,1.0986242086344702,0.8885934214041261,1.1698112684348339,0.9621846244205792,1.2107169491794567,1.659191701509764
STAT6,2.3062595587616035,2.3255882815317457,2.271208054992914,1.7101935796416836,2.4486124283869772,2.9004759692781326
STAT5B,-0.801014095708106,-1.084764850997677,-0.7490911052353084,-0.8635139384406316,-0.7720131765562073,-0.6715266086043639
FOXO4,0.8543709643933117,0.44924125396665565,0.18166930779242002,0.3825340608001172,0.5180619808457726,1.1942651606966597
FOXO3,-0.7068400197799113,-0.9368179239209485,-1.5275322986105757,-1.6075379797720923,-1.5989975601551583,-1.0057481004621558
TWIST1,0.8568176861876956,1.6266734401945628,0.45826104255541583,0.6716820236728411,0.9877817161499033,0.8298559134742084
PPARA,-0.27994502406794775,-0.16099607836738805,-0.32596332844286535,-0.32809273889534935,-0.23434942627367972,-0.1275014001450471
PAX6,1.2386267061861276,1.1794091552486816,1.3488960473434388,1.3027765216652358,1.1489448311712092,1.0676112847769048
AHR,1.075727640045961,1.4133403742470885,1.2116222355650341,0.6554205037592804,1.5869675634087712,1.102087506694596
AR,2.329126199465963,2.2049578625046466,1.8967009520668552,1.5482023520978918,1.732875560825433,2.058604937444838
ERG,-1.4120709826430031,-0.6573929364652031,-0.6773171655392037,-0.34866579851071894,-0.5533037886772549,-1.2012516633371686
LEF1,0.38326672999229544,0.5941770897571946,0.8306440006145474,0.6008083150365594,0.405820008490582,0.6058478448617234
ATF4,4.323475998734866,1.4395756318603259,0.9141393044849095,1.4059672030561972,1.4929079295351146,5.076126424220716
KLF5,0.04638166243168273,0.6235945260439181,0.8261971901509956,0.7258766889858741,0.6684046803928274,-0.20914313387677086
CEBPD,-0.4723756731288505,-0.35124746821816394,-0.6106547702370166,0.09812352375423045,-0.2021157135350775,-0.1638824924104154
ATF2,1.4013395865444263,0.9208777318859768,0.9654261034697168,0.432298947175684,1.0674244501649477,1.8692037994966781
CUX1,-0.14380533775015733,-0.5977339631100295,-0.3170052738437615,-0.5924395996525647,-0.5143726102437767,-0.49017010719595
E2F2,-0.35166229864259957,1.4851957861966225,1.8919323317352437,1.88952082083668,1.8826032170787401,1.4460245550777755
E2F3,0.3823676896162789,1.6999738040103052,1.8038552959771432,1.7305381987349862,1.8878643074990553,1.6866420570143212
ELK1,0.409614669632184,-0.053042769919569535,0.04588895417063566,-0.5701596295896111,0.07328150968367153,0.727180258472539
PGR,0.7372012444380611,0.6287610670602202,0.2911750720288213,0.3882482579126668,0.5815942378935812,0.9203936343031884
FOXO1,-0.16865426459653363,-0.37001043280822304,-0.9785139779729173,-0.48392662353728216,-0.4973465213919363,-0.45801064241677375
PPARG,0.8888057980978344,0.2698794434973059,-0.29824878823501116,-0.11913533538742985,-0.19418334889719643,0.26231471796306005
RBPJ,-1.1817959956749267,-1.8046768274549656,-1.6216815150662092,-1.9085686705923444,-1.6472273705598361,-1.3606467277725127
SMAD3,-0.20400476332465375,-1.3162601223260417,-0.8486091555438187,-1.1565701061103038,-0.9027994469209794,-0.25273615291114043
SMAD4,-0.03596193218760602,-0.2934409943345622,0.11723171322489678,0.1618791457782249,0.3578604587820612,0.5086211190860735
SMAD7,0.6926248020474921,0.46301706280892785,0.47411164218344726,0.5924071191870508,0.6147398770430696,0.863749427276234
MYCN,1.2117356481407688,2.0980027241453834,2.27553372522039,2.4130706408123768,2.084522471237016,1.7833967736405025
REL,1.2241019407859732,0.6756838401465887,1.161159932001247,0.852147231374887,1.1435177157250471,2.2500790230507786
RELA,0.4576267829092263,0.05397407709476077,0.864341716745453,0.835740626939547,1.102973914495593,2.7875582147074613
SP4,-0.2811610144093549,-0.30662517106217013,-0.19782123976281535,-0.2352553776470399,-0.35318429800728585,-0.47091589107876636
STAT5A,-0.002845851672826594,-0.038268176432204176,0.11302850016932325,0.07064810318052801,0.196036170358149,0.09153819475607783
TCF3,-1.5766690879062146,-0.7722615236663596,-0.47570211261984796,-0.8573999724456014,-0.7997376256537179,-1.0629948097284667
TCF7L2,1.8692907437100137,2.3279237319908357,2.4306228886857366,2.424904258271669,2.39683158852501,2.6731632143379414
TEAD1,0.12529455597489753,-0.1061522642964858,-0.1803910546221976,-0.5053844138118647,-0.32337928106229735,-0.24074246499450208
TP63,-0.7633002238242066,-1.043153611738273,-1.1660609073823849,-1.0780581898111135,-0.6702986152107162,-0.5285725025037541
KLF4,0.389841744962019,0.24563048908770932,0.05409369459309674,0.1321748555923655,-0.17238373771107257,0.22322180658963636
NR1H3,-0.8183668386530584,-0.6989261799130324,-1.016009421809542,-0.868512940753164,-0.9797523892041133,-1.2376528620525278
SOX9,-0.5479009836676579,-0.6842423307788483,-1.2139870370030656,-0.6913738649040224,-0.43940926528020846,-0.24839360173485917
TFDP1,1.6156691276537574,2.9510157146570357,3.1603754570647475,3.1945124588049545,3.1668529971379975,2.563211482254685
STAT4,1.3624508941159468,0.7100075190616346,0.6353679931910069,0.9022204815539593,1.1006861887424866,1.6383573563366496
FLI1,-1.09241365776827,-1.0942952321355324,-1.6326087835371876,-1.4591475161072427,-0.8605785695043927,-1.3682421914631009
ARNTL,-0.7132775989291161,-1.2380424599491116,-1.0037912031003928,-1.1456630348683026,-1.2414573187123084,-0.3914677578173964
SOX2,-2.8148246524439746,-3.7517512043047705,-3.7273305434448547,-3.555952325857115,-3.802069836884967,-3.09475304280959
FOXL2,-0.05623406320768946,-0.4183350636497593,-0.3217876566732019,-1.3518943949196924,-0.39611250158840433,0.4361758977393597
ATF6,2.956918059651514,2.512999924902078,2.672686398723549,2.432126354715991,2.579007004428435,2.644515765873546
CLOCK,-0.7605510610347668,-1.066418093516301,-0.7196506771901063,-1.0239530976704942,-1.0799909008842543,-0.3125689903111031
GLI2,-0.7354104765006629,-0.7272146644081461,-0.8929251611249336,-0.5194884123262562,-0.5024175380462501,-1.2558575974192314
NR1H2,-0.28954579825047444,0.14434761503644186,-0.1833777666353532,-0.17567643924415893,-0.10751033810093935,-0.19768732139510073
RELB,-1.4436915255290605,-1.7313930471355372,-1.2791282152796826,-1.0528116528505438,-0.875456271982373,-0.0027581219220627127
TCF12,-0.14382219000815677,-0.35358283269346985,0.06348537002085008,-0.2721981836639908,-0.07310802378583295,0.06036610577457055
NR2C2,1.1201579983159986,1.1216536062283493,0.99710872901479,1.0081129583494421,1.0681825014364879,1.3383395003266183
THAP11,1.5126483837203892,1.4881235315989634,1.6481146017301347,1.4670021300736635,1.5035016308266025,1.471631971728549
