ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
RHBDL2,-1.8239402285883228,8.602446382581965,-12.810588207729655,3.0302756038980855e-6,0.03361484727404146,3.9470498469997795
PLEKHH2,-1.5688301908013225,7.6987775645525245,-10.79445328904241,9.932045664127406e-6,0.05479422392485472,3.270576972558467
HEG1,-1.7258064582750112,8.640910020504846,-9.788112163680987,1.939733552836174e-5,0.05479422392485472,2.842063517964566
CLU,-1.7862000987118876,12.21698171924697,-9.761618005068568,1.9758126358912726e-5,0.05479422392485472,2.82979639785687
FHL1,2.087082284901957,9.613367453545347,8.950191248692004,3.552198829624107e-5,0.07880908323404043,2.42655064684823
RBP4,-1.728960378711295,7.385899322744808,-8.529073674088478,4.904578777161741e-5,0.08617804006071082,2.194465201209236
ANKRD44,-1.794886800993413,8.520448663521012,-8.397863668558422,5.43808059519495e-5,0.08617804006071082,2.118681186270094
RNF144B,-2.5336298431680806,8.450487409464007,-7.994073283439549,7.537090446105921e-5,0.10180971893402863,1.8744608621375205
DEPTOR,-1.6302327775029726,7.486633866238296,-7.786725325547027,8.959791728595978e-5,0.10180971893402863,1.7422888463625172
DHRS3,-1.0962287267479347,11.784198907587717,-7.724215099485206,9.446168634334983e-5,0.10180971893402863,1.7015029667889996
ADGRL2,-1.1301223456567966,8.162905404323311,-7.510865060395566,1.1343742308348931e-4,0.10180971893402863,1.5589210366102568
FOXA2,1.0837816304243546,7.354112954951073,7.45319168041172,1.1927718412084642e-4,0.10180971893402863,1.51946191178377
SQOR,-1.0605574444889747,11.064525429846336,-7.45285885555668,1.1931184946744544e-4,0.10180971893402863,1.5192330483074654
PERP,-1.2215540271593142,15.069599729521409,-7.32961858973834,1.329609688273508e-4,0.103195291555449,1.4335704156005695
PXK,-1.2554172450111025,9.17672385763964,-7.27518134714711,1.3954109558566078e-4,0.103195291555449,1.3951425116106817
PRDX2,-1.2482486617395399,10.47194944661027,-7.111390592151464,1.616488597944738e-4,0.11207317510625613,1.277296807622644
THY1,0.9780797987090128,9.898058270919027,7.00894990412091,1.7746168946012282e-4,0.11579897183418485,1.2018616015951311
